Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Singapore,2023,GAS,Alpine,3.0,101.442,29.493,43.116,28.833,MEDIUM,3.0,1.0,,,11.0,1,True,True,105.2,3.156,300.0,267.0,242.0,275.0
Singapore,2023,GAS,Alpine,4.0,101.334,29.317,43.488,28.529,MEDIUM,4.0,1.0,,,11.0,1,True,True,103.6,3.108,288.0,265.0,245.0,289.0
Singapore,2023,GAS,Alpine,5.0,101.292,29.195,43.501,28.596,MEDIUM,5.0,1.0,,,11.0,1,True,True,102.0,3.06,293.0,265.0,244.0,288.0
Singapore,2023,GAS,Alpine,6.0,101.829,29.128,44.03,28.671,MEDIUM,6.0,1.0,,,11.0,1,True,True,100.4,3.012,289.0,267.0,245.0,290.0
Singapore,2023,GAS,Alpine,7.0,101.399,29.472,43.406,28.521,MEDIUM,7.0,1.0,,,11.0,1,True,True,98.8,2.964,299.0,264.0,242.0,293.0
Singapore,2023,GAS,Alpine,8.0,100.677,29.236,43.149,28.292,MEDIUM,8.0,1.0,,,11.0,1,True,True,97.2,2.916,296.0,265.0,245.0,289.0
Singapore,2023,GAS,Alpine,9.0,101.063,29.148,43.382,28.533,MEDIUM,9.0,1.0,,,11.0,1,True,True,95.6,2.868,298.0,266.0,235.0,290.0
Singapore,2023,GAS,Alpine,10.0,100.378,29.07,43.027,28.281,MEDIUM,10.0,1.0,,,11.0,1,True,True,94.0,2.82,303.0,268.0,246.0,287.0
Singapore,2023,GAS,Alpine,11.0,100.728,29.165,43.348,28.215,MEDIUM,11.0,1.0,,,11.0,1,True,True,92.4,2.772,304.0,266.0,244.0,293.0
Singapore,2023,GAS,Alpine,12.0,100.439,29.013,43.135,28.291,MEDIUM,12.0,1.0,,,11.0,1,True,True,90.8,2.724,302.0,267.0,244.0,291.0
Singapore,2023,GAS,Alpine,13.0,100.829,29.167,43.354,28.308,MEDIUM,13.0,1.0,,,11.0,1,True,True,89.2,2.676,303.0,267.0,245.0,291.0
Singapore,2023,GAS,Alpine,14.0,100.627,28.995,43.371,28.261,MEDIUM,14.0,1.0,,,11.0,1,True,True,87.6,2.628,307.0,268.0,243.0,292.0
Singapore,2023,GAS,Alpine,15.0,100.602,29.043,43.354,28.205,MEDIUM,15.0,1.0,,,11.0,1,True,True,86.0,2.58,305.0,267.0,245.0,291.0
Singapore,2023,GAS,Alpine,16.0,100.929,29.386,43.401,28.142,MEDIUM,16.0,1.0,,,11.0,1,True,True,84.4,2.532,303.0,266.0,245.0,293.0
Singapore,2023,GAS,Alpine,17.0,100.673,29.197,43.202,28.274,MEDIUM,17.0,1.0,,,11.0,1,True,True,82.8,2.484,302.0,267.0,243.0,292.0
Singapore,2023,GAS,Alpine,18.0,100.866,29.2,43.405,28.261,MEDIUM,18.0,1.0,,,11.0,1,True,True,81.2,2.436,305.0,267.0,245.0,292.0
Singapore,2023,GAS,Alpine,19.0,101.061,29.275,43.497,28.289,MEDIUM,19.0,1.0,,,11.0,12,True,True,79.6,2.388,303.0,267.0,243.0,292.0
Singapore,2023,GAS,Alpine,20.0,128.721,29.059,53.098,46.564,MEDIUM,20.0,1.0,5814.015,,12.0,14,False,True,78.0,2.34,305.0,174.0,,293.0
Singapore,2023,GAS,Alpine,21.0,,61.008,63.843,44.846,HARD,1.0,2.0,,5845.812,12.0,4,False,True,76.4,2.292,104.0,193.0,223.0,293.0
Singapore,2023,GAS,Alpine,22.0,140.73,43.625,59.313,37.792,HARD,2.0,2.0,,,12.0,41,False,True,74.8,2.244,253.0,229.0,243.0,263.0
Singapore,2023,GAS,Alpine,23.0,103.344,29.32,44.439,29.585,HARD,3.0,2.0,,,11.0,1,True,True,73.2,2.196,297.0,266.0,242.0,285.0
Singapore,2023,GAS,Alpine,24.0,102.407,29.448,44.111,28.848,HARD,4.0,2.0,,,11.0,1,True,True,71.6,2.148,291.0,259.0,246.0,282.0
Singapore,2023,GAS,Alpine,25.0,101.048,29.149,43.468,28.431,HARD,5.0,2.0,,,11.0,1,True,True,70.0,2.1,303.0,268.0,245.0,284.0
Singapore,2023,GAS,Alpine,26.0,100.92,28.963,43.437,28.52,HARD,6.0,2.0,,,11.0,1,True,True,68.4,2.052,308.0,271.0,247.0,292.0
Singapore,2023,GAS,Alpine,27.0,100.396,29.014,43.193,28.189,HARD,7.0,2.0,,,11.0,1,True,True,66.8,2.004,315.0,269.0,246.0,295.0
Singapore,2023,GAS,Alpine,28.0,101.536,28.824,43.985,28.727,HARD,8.0,2.0,,,11.0,1,True,True,65.2,1.956,307.0,270.0,249.0,295.0
Singapore,2023,GAS,Alpine,29.0,101.706,29.071,44.09,28.545,HARD,9.0,2.0,,,11.0,1,True,True,63.6,1.908,309.0,267.0,245.0,296.0
Singapore,2023,GAS,Alpine,30.0,100.28,29.215,43.026,28.039,HARD,10.0,2.0,,,11.0,1,True,True,62.0,1.86,305.0,269.0,246.0,293.0
Singapore,2023,GAS,Alpine,31.0,99.974,29.103,42.73,28.141,HARD,11.0,2.0,,,11.0,1,True,True,60.4,1.812,306.0,269.0,244.0,294.0
Singapore,2023,GAS,Alpine,32.0,100.406,28.999,43.214,28.193,HARD,12.0,2.0,,,11.0,1,True,True,58.8,1.764,303.0,271.0,246.0,294.0
Singapore,2023,GAS,Alpine,33.0,100.154,29.095,42.931,28.128,HARD,13.0,2.0,,,11.0,1,True,True,57.2,1.716,303.0,269.0,245.0,294.0
Singapore,2023,GAS,Alpine,34.0,101.321,28.907,44.135,28.279,HARD,14.0,2.0,,,11.0,1,True,True,55.6,1.668,315.0,269.0,246.0,292.0
Singapore,2023,GAS,Alpine,35.0,102.563,28.979,45.176,28.408,HARD,15.0,2.0,,,11.0,1,True,True,54.0,1.62,315.0,269.0,245.0,293.0
Singapore,2023,GAS,Alpine,36.0,99.965,29.393,42.745,27.827,HARD,16.0,2.0,,,10.0,1,True,True,52.4,1.572,311.0,260.0,246.0,290.0
Singapore,2023,GAS,Alpine,37.0,100.508,29.177,43.022,28.309,HARD,17.0,2.0,,,10.0,1,True,True,50.8,1.524,287.0,261.0,247.0,279.0
Singapore,2023,GAS,Alpine,38.0,101.261,29.077,43.842,28.342,HARD,18.0,2.0,,,10.0,1,True,True,49.2,1.476,308.0,270.0,245.0,293.0
Singapore,2023,GAS,Alpine,39.0,102.86,29.203,44.753,28.904,HARD,19.0,2.0,,,9.0,1,True,True,47.6,1.428,304.0,271.0,244.0,293.0
Singapore,2023,GAS,Alpine,40.0,99.885,29.24,42.734,27.911,HARD,20.0,2.0,,,9.0,1,True,True,46.0,1.38,289.0,261.0,246.0,282.0
Singapore,2023,GAS,Alpine,41.0,99.934,29.271,42.653,28.01,HARD,21.0,2.0,,,8.0,1,True,True,44.4,1.332,288.0,261.0,247.0,283.0
Singapore,2023,GAS,Alpine,42.0,99.835,28.913,43.099,27.823,HARD,22.0,2.0,,,8.0,1,True,True,42.8,1.284,302.0,269.0,248.0,292.0
Singapore,2023,GAS,Alpine,43.0,110.491,29.184,43.244,38.063,HARD,23.0,2.0,,,7.0,126,False,True,41.2,1.236,303.0,268.0,195.0,293.0
Singapore,2023,GAS,Alpine,44.0,137.976,42.42,58.617,36.939,HARD,24.0,2.0,,,6.0,6,False,True,39.6,1.188,148.0,164.0,236.0,178.0
Singapore,2023,GAS,Alpine,45.0,111.238,40.158,43.58,27.5,HARD,25.0,2.0,,,6.0,671,False,True,38.0,1.14,165.0,262.0,246.0,228.0
Singapore,2023,GAS,Alpine,46.0,98.277,28.779,41.942,27.556,HARD,26.0,2.0,,,6.0,1,True,True,36.4,1.092,286.0,261.0,247.0,280.0
