Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Race,Season
0 days 01:55:10.467000,25.5,47.0,1008.2,False,40.5,31,0.5,Azerbaijan,2023
0 days 01:56:10.466000,25.6,46.0,1008.2,False,41.3,62,1.8,Azerbaijan,2023
0 days 01:57:10.496000,25.6,47.0,1008.2,False,41.0,349,1.3,Azerbaijan,2023
0 days 01:58:10.480000,25.6,48.0,1008.2,False,40.9,0,1.2,Azerbaijan,2023
0 days 01:59:10.494000,25.5,47.0,1008.2,False,40.7,176,0.8,Azerbaijan,2023
0 days 02:00:10.477000,25.5,47.0,1008.2,False,40.9,75,1.2,Azerbaijan,2023
0 days 02:01:10.492000,25.5,48.0,1008.2,False,40.7,232,0.8,Azerbaijan,2023
0 days 02:02:10.522000,25.4,47.0,1008.2,False,40.7,15,0.6,Azerbaijan,2023
0 days 02:03:10.521000,25.4,47.0,1008.2,False,40.3,316,1.1,Azerbaijan,2023
0 days 02:04:10.520000,25.5,47.0,1008.2,False,40.1,147,0.6,Azerbaijan,2023
0 days 02:05:10.519000,25.5,47.0,1008.2,False,40.1,73,1.0,Azerbaijan,2023
0 days 02:06:10.533000,25.5,47.0,1008.2,False,39.8,91,1.0,Azerbaijan,2023
0 days 02:07:10.564000,25.4,48.0,1008.2,False,39.4,0,1.0,Azerbaijan,2023
0 days 02:08:10.563000,25.4,47.0,1008.2,False,39.4,93,0.6,Azerbaijan,2023
0 days 02:09:10.561000,25.5,48.0,1008.2,False,39.4,0,0.8,Azerbaijan,2023
0 days 02:10:10.576000,25.4,48.0,1008.2,False,38.9,288,1.2,Azerbaijan,2023
0 days 02:11:10.606000,25.4,48.0,1008.2,False,39.1,295,0.8,Azerbaijan,2023
0 days 02:12:10.589000,25.4,48.0,1008.2,False,38.8,30,1.0,Azerbaijan,2023
0 days 02:13:10.588000,25.3,48.0,1008.4,False,38.8,56,1.3,Azerbaijan,2023
0 days 02:14:10.603000,25.3,48.0,1008.2,False,38.8,190,1.0,Azerbaijan,2023
0 days 02:15:10.602000,25.3,47.0,1008.4,False,39.1,78,0.8,Azerbaijan,2023
0 days 02:16:10.601000,25.5,47.0,1008.4,False,38.9,46,1.5,Azerbaijan,2023
0 days 02:17:10.600000,25.5,48.0,1008.4,False,38.0,79,0.8,Azerbaijan,2023
0 days 02:18:10.599000,25.4,48.0,1008.4,False,37.6,46,0.5,Azerbaijan,2023
0 days 02:19:10.597000,25.4,48.0,1008.2,False,38.0,113,0.8,Azerbaijan,2023
0 days 02:20:10.597000,25.2,48.0,1008.4,False,38.0,158,0.8,Azerbaijan,2023
0 days 02:21:10.611000,25.2,48.0,1008.4,False,37.7,0,1.0,Azerbaijan,2023
0 days 02:22:10.594000,25.3,48.0,1008.5,False,37.5,235,0.8,Azerbaijan,2023
0 days 02:23:10.593000,25.3,48.0,1008.5,False,37.5,201,1.1,Azerbaijan,2023
0 days 02:24:10.592000,25.3,47.0,1008.5,False,37.3,123,1.0,Azerbaijan,2023
0 days 02:25:10.607000,25.3,47.0,1008.5,False,37.1,148,0.8,Azerbaijan,2023
0 days 02:26:10.606000,25.2,48.0,1008.5,False,37.0,0,1.1,Azerbaijan,2023
0 days 02:27:10.589000,25.1,48.0,1008.5,False,36.5,204,1.0,Azerbaijan,2023
0 days 02:28:10.603000,25.0,49.0,1008.5,False,36.5,194,1.2,Azerbaijan,2023
0 days 02:29:10.602000,25.0,49.0,1008.7,False,36.2,221,2.0,Azerbaijan,2023
0 days 02:30:10.601000,24.9,50.0,1008.7,False,35.8,217,1.6,Azerbaijan,2023
0 days 02:31:10.600000,24.8,50.0,1008.7,False,35.8,191,1.6,Azerbaijan,2023
0 days 02:32:10.599000,24.8,50.0,1008.9,False,35.6,210,1.1,Azerbaijan,2023
0 days 02:33:10.598000,24.8,50.0,1008.7,False,35.6,150,1.2,Azerbaijan,2023
0 days 02:34:10.581000,24.8,51.0,1008.9,False,35.1,190,1.3,Azerbaijan,2023
0 days 02:35:10.596000,24.7,51.0,1009.0,False,35.1,223,1.7,Azerbaijan,2023
0 days 02:36:10.595000,24.7,51.0,1009.0,False,35.1,201,1.7,Azerbaijan,2023
0 days 02:37:10.594000,24.6,51.0,1009.0,False,34.8,219,0.8,Azerbaijan,2023
0 days 02:38:10.702000,24.6,51.0,1009.2,False,34.8,191,2.0,Azerbaijan,2023
0 days 02:39:10.592000,24.6,51.0,1009.2,False,34.5,24,0.6,Azerbaijan,2023
