Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Azerbaijan,2023,VER,Red Bull Racing,32.0,105.354,37.271,42.663,25.42,HARD,22.0,2.0,,,2.0,1,True,True,58.8,1.764,214.0,217.0,318.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,33.0,105.343,37.317,42.665,25.361,HARD,23.0,2.0,,,2.0,1,True,True,57.2,1.716,215.0,216.0,318.0,321.0
Azerbaijan,2023,VER,Red Bull Racing,34.0,105.218,37.239,42.604,25.375,HARD,24.0,2.0,,,2.0,1,True,True,55.6,1.668,212.0,224.0,319.0,321.0
Azerbaijan,2023,VER,Red Bull Racing,35.0,105.121,37.267,42.536,25.318,HARD,25.0,2.0,,,2.0,1,True,True,54.0,1.62,208.0,225.0,317.0,320.0
Azerbaijan,2023,VER,Red Bull Racing,36.0,105.05,37.268,42.503,25.279,HARD,26.0,2.0,,,2.0,1,True,True,52.4,1.572,208.0,224.0,320.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,37.0,105.319,37.181,42.761,25.377,HARD,27.0,2.0,,,2.0,1,True,True,50.8,1.524,217.0,222.0,320.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,38.0,105.474,37.39,42.774,25.31,HARD,28.0,2.0,,,2.0,1,True,True,49.2,1.476,213.0,224.0,320.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,39.0,105.15,37.354,42.465,25.331,HARD,29.0,2.0,,,2.0,1,True,True,47.6,1.428,215.0,221.0,318.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,40.0,105.418,37.359,42.732,25.327,HARD,30.0,2.0,,,2.0,1,True,True,46.0,1.38,219.0,223.0,318.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,41.0,105.123,37.209,42.62,25.294,HARD,31.0,2.0,,,2.0,1,True,True,44.4,1.332,217.0,221.0,317.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,42.0,105.15,37.147,42.711,25.292,HARD,32.0,2.0,,,2.0,1,True,True,42.8,1.284,217.0,219.0,320.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,43.0,104.843,37.179,42.645,25.019,HARD,33.0,2.0,,,2.0,1,True,True,41.2,1.236,220.0,217.0,347.0,325.0
Azerbaijan,2023,VER,Red Bull Racing,44.0,105.275,37.113,42.833,25.329,HARD,34.0,2.0,,,2.0,1,True,True,39.6,1.188,212.0,222.0,317.0,323.0
Azerbaijan,2023,VER,Red Bull Racing,45.0,105.14,37.183,42.639,25.318,HARD,35.0,2.0,,,2.0,1,True,True,38.0,1.14,217.0,224.0,318.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,46.0,104.686,37.027,42.452,25.207,HARD,36.0,2.0,,,2.0,1,True,True,36.4,1.092,221.0,226.0,319.0,323.0
Azerbaijan,2023,VER,Red Bull Racing,47.0,104.734,37.061,42.383,25.29,HARD,37.0,2.0,,,2.0,1,True,True,34.8,1.044,220.0,226.0,318.0,323.0
Azerbaijan,2023,VER,Red Bull Racing,48.0,104.566,36.952,42.395,25.219,HARD,38.0,2.0,,,2.0,1,True,True,33.2,0.996,220.0,218.0,320.0,322.0
Azerbaijan,2023,VER,Red Bull Racing,49.0,104.474,36.991,42.287,25.196,HARD,39.0,2.0,,,2.0,12,True,True,31.6,0.948,217.0,223.0,319.0,323.0
Azerbaijan,2023,VER,Red Bull Racing,50.0,104.554,37.042,42.353,25.159,HARD,40.0,2.0,,,2.0,1,True,True,30.0,0.9,220.0,226.0,328.0,323.0
Azerbaijan,2023,VER,Red Bull Racing,51.0,104.232,36.807,42.294,25.131,HARD,41.0,2.0,,,2.0,1,True,True,28.4,0.852,219.0,229.0,329.0,325.0
Azerbaijan,2023,GAS,Alpine,1.0,119.785,,45.605,25.499,MEDIUM,1.0,1.0,,,15.0,12,False,True,108.4,3.252,158.0,205.0,319.0,322.0
Azerbaijan,2023,GAS,Alpine,2.0,109.99,39.704,44.825,25.461,MEDIUM,2.0,1.0,,,15.0,1,True,True,106.8,3.204,186.0,207.0,322.0,325.0
Azerbaijan,2023,GAS,Alpine,3.0,109.075,39.287,44.475,25.313,MEDIUM,3.0,1.0,,,15.0,1,True,True,105.2,3.156,185.0,207.0,339.0,325.0
Azerbaijan,2023,GAS,Alpine,4.0,108.873,38.914,44.687,25.272,MEDIUM,4.0,1.0,,,15.0,1,True,True,103.6,3.108,193.0,200.0,338.0,324.0
Azerbaijan,2023,GAS,Alpine,5.0,113.152,38.92,44.701,29.531,MEDIUM,5.0,1.0,4341.623,,19.0,1,False,True,102.0,3.06,186.0,200.0,,323.0
