Race,Season,Driver,Team,LapNumber,LapTime_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,FuelLoad_kg,FuelCorrection_s,IsAccurate,DegRate_s_lap,TotalLaps,LapsRemaining,SafetyCar,RedFlag,IsPitLap
Italian,2023,ALO,Aston Martin,3.0,87.546,MEDIUM,3.0,1.0,,,11.0,1,105.2,3.156,True,-0.1366,51.0,48.0,0,0,0
Italian,2023,ALO,Aston Martin,4.0,87.221,MEDIUM,4.0,1.0,,,11.0,1,103.6,3.108,True,-0.1366,51.0,47.0,0,0,0
Italian,2023,ALO,Aston Martin,5.0,87.033,MEDIUM,5.0,1.0,,,11.0,1,102.0,3.06,True,-0.1366,51.0,46.0,0,0,0
Italian,2023,ALO,Aston Martin,6.0,87.175,MEDIUM,6.0,1.0,,,11.0,1,100.4,3.012,True,-0.1366,51.0,45.0,0,0,0
Italian,2023,ALO,Aston Martin,7.0,86.929,MEDIUM,7.0,1.0,,,11.0,1,98.8,2.964,True,-0.1366,51.0,44.0,0,0,0
Italian,2023,ALO,Aston Martin,8.0,86.943,MEDIUM,8.0,1.0,,,10.0,1,97.2,2.916,True,-0.1366,51.0,43.0,0,0,0
Italian,2023,ALO,Aston Martin,9.0,87.383,MEDIUM,9.0,1.0,,,10.0,1,95.6,2.868,True,-0.1366,51.0,42.0,0,0,0
Italian,2023,ALO,Aston Martin,10.0,87.368,MEDIUM,10.0,1.0,,,10.0,1,94.0,2.82,True,-0.1366,51.0,41.0,0,0,0
Italian,2023,ALO,Aston Martin,11.0,87.343,MEDIUM,11.0,1.0,,,10.0,1,92.4,2.772,True,-0.1366,51.0,40.0,0,0,0
Italian,2023,ALO,Aston Martin,12.0,87.339,MEDIUM,12.0,1.0,,,10.0,1,90.8,2.724,True,-0.1366,51.0,39.0,0,0,0
Italian,2023,ALO,Aston Martin,13.0,87.158,MEDIUM,13.0,1.0,,,10.0,1,89.2,2.676,True,-0.1366,51.0,38.0,0,0,0
Italian,2023,ALO,Aston Martin,14.0,87.607,MEDIUM,14.0,1.0,,,10.0,1,87.6,2.628,True,-0.1366,51.0,37.0,0,0,0
Italian,2023,ALO,Aston Martin,15.0,86.929,MEDIUM,15.0,1.0,,,10.0,1,86.0,2.58,True,-0.1366,51.0,36.0,0,0,0
Italian,2023,ALO,Aston Martin,16.0,87.164,MEDIUM,16.0,1.0,,,9.0,1,84.4,2.532,True,-0.1366,51.0,35.0,0,0,0
Italian,2023,ALO,Aston Martin,17.0,87.156,MEDIUM,17.0,1.0,,,9.0,1,82.8,2.484,True,-0.1366,51.0,34.0,0,0,0
Italian,2023,ALO,Aston Martin,18.0,87.275,MEDIUM,18.0,1.0,,,9.0,1,81.2,2.436,True,-0.1366,51.0,33.0,0,0,0
Italian,2023,ALO,Aston Martin,19.0,87.318,MEDIUM,19.0,1.0,,,9.0,1,79.6,2.388,True,-0.1366,51.0,32.0,0,0,0
Italian,2023,ALO,Aston Martin,20.0,88.284,MEDIUM,20.0,1.0,,,7.0,1,78.0,2.34,True,-0.1366,51.0,31.0,0,0,0
Italian,2023,ALO,Aston Martin,21.0,92.377,MEDIUM,21.0,1.0,6782.971,,6.0,1,76.4,2.292,False,-0.1366,51.0,30.0,0,0,1
