Race,Season,Driver,Team,LapNumber,LapTime_s,Sector1_s,Sector2_s,Sector3_s,Compound,TyreLife,Stint,PitInTime_s,PitOutTime_s,Position,TrackStatus,IsAccurate,FreshTyre,FuelLoad_kg,FuelCorrection_s,SpeedI1,SpeedI2,SpeedFL,SpeedST
Italian,2023,PER,Red Bull Racing,1.0,89.806,,30.555,28.768,MEDIUM,1.0,1.0,,,5.0,1,False,True,108.4,3.252,329.0,313.0,308.0,298.0
Italian,2023,PER,Red Bull Racing,2.0,86.881,28.473,29.887,28.521,MEDIUM,2.0,1.0,,,5.0,1,True,True,106.8,3.204,311.0,312.0,306.0,301.0
Italian,2023,PER,Red Bull Racing,3.0,86.143,28.372,29.462,28.309,MEDIUM,3.0,1.0,,,5.0,1,True,True,105.2,3.156,312.0,326.0,308.0,308.0
Italian,2023,PER,Red Bull Racing,4.0,86.019,28.308,29.522,28.189,MEDIUM,4.0,1.0,,,5.0,1,True,True,103.6,3.108,313.0,335.0,310.0,308.0
Italian,2023,PER,Red Bull Racing,5.0,86.354,28.33,29.673,28.351,MEDIUM,5.0,1.0,,,5.0,1,True,True,102.0,3.06,309.0,325.0,309.0,340.0
Italian,2023,PER,Red Bull Racing,6.0,86.465,28.327,29.863,28.275,MEDIUM,6.0,1.0,,,5.0,1,True,True,100.4,3.012,308.0,321.0,308.0,317.0
Italian,2023,PER,Red Bull Racing,7.0,86.333,28.288,29.798,28.247,MEDIUM,7.0,1.0,,,5.0,1,True,True,98.8,2.964,308.0,322.0,310.0,319.0
Italian,2023,PER,Red Bull Racing,8.0,86.887,28.038,30.154,28.695,MEDIUM,8.0,1.0,,,5.0,1,True,True,97.2,2.916,314.0,324.0,305.0,340.0
Italian,2023,PER,Red Bull Racing,9.0,86.564,28.437,29.838,28.289,MEDIUM,9.0,1.0,,,5.0,1,True,True,95.6,2.868,309.0,319.0,308.0,313.0
Italian,2023,PER,Red Bull Racing,10.0,86.454,28.302,29.828,28.324,MEDIUM,10.0,1.0,,,5.0,1,True,True,94.0,2.82,312.0,334.0,310.0,315.0
Italian,2023,PER,Red Bull Racing,11.0,87.245,28.223,30.258,28.764,MEDIUM,11.0,1.0,,,5.0,1,True,True,92.4,2.772,325.0,324.0,309.0,349.0
Italian,2023,PER,Red Bull Racing,12.0,86.968,28.362,30.211,28.395,MEDIUM,12.0,1.0,,,5.0,1,True,True,90.8,2.724,309.0,320.0,311.0,345.0
Italian,2023,PER,Red Bull Racing,13.0,87.014,28.52,30.253,28.241,MEDIUM,13.0,1.0,,,5.0,1,True,True,89.2,2.676,308.0,319.0,310.0,316.0
Italian,2023,PER,Red Bull Racing,14.0,87.451,28.229,30.757,28.465,MEDIUM,14.0,1.0,,,5.0,1,True,True,87.6,2.628,296.0,322.0,309.0,350.0
Italian,2023,PER,Red Bull Racing,15.0,86.779,28.425,30.127,28.227,MEDIUM,15.0,1.0,,,5.0,1,True,True,86.0,2.58,312.0,322.0,311.0,307.0
Italian,2023,PER,Red Bull Racing,16.0,86.823,28.121,30.458,28.244,MEDIUM,16.0,1.0,,,4.0,1,True,True,84.4,2.532,322.0,306.0,305.0,341.0
Italian,2023,PER,Red Bull Racing,17.0,87.011,28.691,30.102,28.218,MEDIUM,17.0,1.0,,,4.0,1,True,True,82.8,2.484,312.0,310.0,307.0,299.0
Italian,2023,PER,Red Bull Racing,18.0,86.765,28.397,29.981,28.387,MEDIUM,18.0,1.0,,,4.0,1,True,True,81.2,2.436,314.0,312.0,306.0,314.0
Italian,2023,PER,Red Bull Racing,19.0,86.669,28.381,29.943,28.345,MEDIUM,19.0,1.0,,,3.0,1,True,True,79.6,2.388,314.0,316.0,306.0,315.0
